Statement,Content,Publication,Read_Time,Date,Year,Claps,comments
Crypto Currency Dreams. What Hinders the Blockchain Technology Development,This is a translation of Alexander Borodich article published in Forbes. The original can be found here…,UniversaBlockchain,6 min read,"Dec 26,",2017,485,3 responses
"Don’t Listen to the Mainstream Media on Bitcoin, Blockchain, or… Anything Really",,Blockchain Media,5 min read,"Jan 25,",2016,46,3 responses
Trade $CLOUT on the Blockchain.com Exchange,"Today, we’re announcing that the Blockchain.com Exchange will be the exclusive…",@blockchain,2 min read,Jun 14,,522,17 responses
Presenting Reef Chain - The First DeFi Blockchain on Substrate for DeFi Applications of the Future,,Reef Finance,4 min read,Mar 10,,677,2 responses
Naval Ravikant’s inspiring Blockchain tweetstorm,,,3 min read,"Jun 21,",2017,370,2 responses
Future Governance? Integrating Traditional AI Technology Into the Blockchain Nervous System,,The Internet Computer Review,6 min read,"Mar 21,",2017,240,2 responses
The Governance of Blockchains,,The Control,6 min read,"Feb 28,",2017,127,4 responses
"Formal Verification, Virtual Hardware, and Engineering for Blockchains",,Balance,5 min read,"Mar 28,",2019,1K,4 responses
"Blockchain projesi yapmak istiyorsunuz, ilk adımınız ne olur?",,Bankalararası Kart Merkezi,5 min read,"Feb 24,",2018,122,2 responses
Platin™ at the Japan Blockchain Conference,,,2 min read,"Jul 4,",2018,1.4K,1 response
Programming Languages Used in Blockchain,One of the most common questions related to blockchain is which programming languages are…,,2 min read,"Oct 19,",2019,822,1 response
The Cryptocurrency Endgame,,@blockchain,16 min read,"Jul 7,",2020,286,2 responses
ICON 2.0: Introducing a new blockchain software architecture based on Go,,Hello ICON World,7 min read,"Sep 17,",2020,1.1K,1 response
Cardano: A Blockchain with Privacy and Regulation.,,,6 min read,"Apr 18,",2017,290,6 responses
Game Theory and Blockchain,,,5 min read,"Jan 6,",2018,539,1 response
API calls on Blockchain; best practices for data collection,,Towards Data Science,9 min read,"May 12,",2020,334,
Blockchain & Sustainability,,crypto3conomics,14 min read,"Aug 11,",2018,256,8 responses
Jim Messina to Join Blockchain.com’s Board of Directors,,@blockchain,2 min read,Mar 10,,308,6 responses
The Blockchain UX,,The Startup,5 min read,"Jan 17,",2018,464,
ERC-20 Token Basics For Crypto Beginners,,CryptoWise,6 min read,Jun 18,,69,
"How Vera Will Evolve NFTs for Use With Real-World, Physical Assets",,Vera,4 min read,Aug 5,,87,
Is It Too Late to Earn Money Mining Helium?,"Helium mining is currently very profitable, but will that last?",Level Up Coding,9 min read,Jul 22,,72,
Star Atlas Partners With Unicly To Offer Fractionalized NFTs,,Star Atlas,3 min read,Apr 3,,71,
Polkacity Game Summary&Progress,Game Concept,,5 min read,Aug 27,,460,
Why Proof-of-Work Is Not Viable in the Long-Term,,Logos Network,22 min read,"Feb 20,",2019,79,2 responses
A Comprehensive Guide to CryptoArte Paintings,,Coinmonks,6 min read,Mar 27,,77,1 response
DAO Accounting,,VeriLedger,9 min read,"Aug 8,",2019,108,
REST/Ws vs FIX for crypto trading,"First of all, I don’t want to start yet another holy war of what is good and bad. Everything below…",,4 min read,"Mar 19,",2019,61,2 responses
Hiding Vault x Compound,,KeeperDAO,7 min read,Jul 19,,129,
Crypto/Bitcoin Trading Bot in Python — July 2018 Update,"I first began coding a crypto / Bitcoin trading bot in Python in April 2018 as a way to automate my trades of cryptocurrency in a way that is data-based to consistently return a profit, and maintained a youtube channel of the coding…",,5 min read,"Jul 13,",2018,329,2 responses
Blockchain y el Futuro de los Notarios,,Astec,4 min read,"Mar 5,",2020,67,3 responses
"Welcoming Lane Kasselman, Blockchain.com’s First Chief Business Officer",,@blockchain,2 min read,Mar 1,,250,5 responses
Synchrony and Timing Assumptions in Consensus Algorithms Used in Proof of Stake Blockchains,,Mechanism Labs,7 min read,"Oct 13,",2018,502,4 responses
Blockchain: The New Technology of Search Engines?,,BitClave,4 min read,"Nov 2,",2017,803,
STUDENT COIN — the first universities’ blockchain,,,4 min read,"Nov 24,",2020,254,
Meet Troika — A Hashing Method Fit For IoT Blockchains?,,ASecuritySite: When Bob Met Alice,7 min read,"Dec 22,",2018,1.1K,1 response
Moving to an era of highly scalable Blockchain networks,,Technicity,5 min read,"Oct 5,",2018,692,5 responses
Making sense of non-public Blockchains,,The Startup,6 min read,"Apr 2,",2018,455,6 responses
Blokzincir (Blockchain) hayatımızı nasıl değiştirecek?,,Bankalararası Kart Merkezi,2 min read,"Mar 12,",2019,109,
TronPad (#TRONPAD) — The Official Launchpad of the TRON Blockchain,,,4 min read,Jun 3,,252,4 responses
​​Blockchain.com’s Crypto Games: Who Will Win Gold?,,@blockchain,2 min read,Jul 23,,267,4 responses
Blockchain Transmission Protocol (BTP) Working Group Update: ICON Joins Forces with the Polkadot Ecosystem,,Hello ICON World,4 min read,Apr 2,,641,2 responses
Will Blockchain Radically Change The Real Estate Industry?,,TMD STUDIO’s Insights,7 min read,"Oct 16,",2017,541,2 responses
"The $1,000,000 Blockchain Domain Grant Program",,Unstoppable Domains,2 min read,"Nov 14,",2019,510,1 response
TaaS Fund becomes the first post-ICO blockchain project to provide full transparency and 61% ROA for its first fully-operational quarter.,,TaaS,2 min read,"Aug 8,",2017,151,10 responses
AERO: Enabling the Drone Superhighway Using the Blockchain,,HackerNoon.com,3 min read,"Sep 25,",2017,210,
Blockchain and the Promise of Smart Contracts for Creatives,,,5 min read,"May 30,",2018,288,
"Non-fungible Tokens, Blockchain, and the Future of Video Games",,The Startup,7 min read,"Oct 9,",2019,454,4 responses
Corrected Summary of the TON White Paper “Notable Blockchain Projects” Table,,,2 min read,"Feb 25,",2018,946,4 responses
Cutest blockchain game with adventures accepts KICK,,,3 min read,"Sep 24,",2018,2.3K,1 response
Our Second AMA: David Ben Kay on TV-TWO & The Blockchain’s Future,"We’re constantly humbled to have such strong support from our followers and advisors, and our latest AMA saw Jan and Philipp joined by one of TV-TWO’s biggest advocates: blockchain expert and veteran lawyer, our…",TV-TWO,3 min read,"Feb 3,",2018,237,10 responses
Why is Blockchain a better option for HRM than any other platform?,,,5 min read,"Jun 28,",2018,170,
Blockchain & Clean Energy Sources Traceability,ENEDEX is a DEX for trading and a platform for sustainable energy start-ups to…,,5 min read,May 11,,277,
Empowering Travelers Everywhere with Blockchain,,Gozo,1 min read,"Aug 14,",2018,574,2 responses
Blockchain vs. DAG Technology,,,3 min read,"Dec 2,",2018,296,3 responses
Blockchain terminology; the 35 most commonly used blockchain terms explained.,,Good Audience,13 min read,"Feb 27,",2019,288,4 responses
What Are Blockchains Actually Good For?,,The Startup,11 min read,"Mar 20,",2018,414,2 responses
Understanding Blockchain Frameworks: Ethereum and Hyperledger Fabric,,,7 min read,"Feb 2,",2019,200,
Hoskinson Talks Third Gen Blockchain,,G20 Ventures,2 min read,"Jan 9,",2018,469,2 responses
There is No Escape from Blockchains and Artificial Intelligence… Lawyers Better Be Prepared!,,,17 min read,"Jan 23,",2017,194,1 response
Building Blockchain for Government: Why Governments Need Blockchain,,ConsenSys Media,9 min read,"Apr 4,",2019,372,1 response
How to Become a Blockchain Developer,,Better Programming,4 min read,"Mar 19,",2020,327,2 responses
AI & Blockchain: An Introduction,,HackerNoon.com,11 min read,"Jul 19,",2018,632,4 responses
Why does journalism need blockchain technology?,,Civil,5 min read,"Oct 27,",2017,254,6 responses
,,,1 min read,"Dec 25,",2017,380,3 responses
Get Smart About Blockchain & Smart Contracts,,HackerNoon.com,6 min read,"Jun 17,",2018,491,2 responses
"Solving a blockchain conundrum, DxChain wants to reimagine storage and computation first",,DxChainGlobal,3 min read,"May 26,",2018,354,
Comparing Ethereum and the Libra blockchain,,SoftwareMill Tech Blog,11 min read,"Jun 24,",2019,238,4 responses
The Blockchain of Blockchains: ICON as an Aggregator Chain,,Hello ICON World,4 min read,Mar 24,,920,1 response
Buy BCH in minutes,"Bitcoin Cash is one of the most widely used hard forks of Bitcoin, created to increase the size of each block from 4MB to 8MB…",@blockchain,1 min read,"Dec 23,",2020,139,2 responses
Crypto Diaries: Reviewing Major blockchain developments & Upgrades,,Technicity,5 min read,"Jun 7,",2019,316,2 responses
8 Ways That The Blockchain Will Change Mobile Payments,"Two of the most interesting, and booming, developments in the payments industry are mobile payments and the rise of the blockchain. But, what happens when these two trends combine in order to make a more secure, speedy, and effective…",,4 min read,"Mar 12,",2016,53,4 responses
Blockchain Analysis Strategy Investing (BASI),,Good Audience,7 min read,"Dec 13,",2018,454,3 responses
Notarization in Blockchain (Part 3),,,6 min read,"Aug 29,",2018,77,
Python Blockchain Token Deployment Tutorial — Create an ERC20,,Better Programming,6 min read,May 10,,301,2 responses
Rising Interest Rates and Real Estate: A Blockchain Perspective,"Meridio is a platform empowering investors with fractional ownership of real estate assets using blockchain technology. In this article, Meridio discusses rising interest rates in the US, issues with REITs/renting, and…",ConsenSys Media,5 min read,"Jul 12,",2018,321,4 responses
Zach LeBeau: “Digital Currencies Are Just One Tiny Layer at the Surface of Blockchain Technology”,,SingularDTV,5 min read,"Sep 14,",2017,354,5 responses
Blockchain to Become the DNA of AI,Blockchain’s evolution is already written in history and science. It will fuel a major change in…,The Startup,8 min read,"Oct 31,",2019,398,4 responses
Virtual Reality & Blockchains: Towards a more empathetic Society,,,8 min read,"Jan 28,",2016,101,5 responses
The emergence of Blockchain Consortia,,Technicity,5 min read,"Oct 10,",2018,483,11 responses
🇩🇪Suche diese Woche nach DeFiChain Ostereiern und gewinne bis zu 200 DFI GRATIS!,,,3 min read,Mar 29,,2K,4 responses
Blockchain middleware: The HTTP of the Web 3.0 age,,,5 min read,Jan 20,,81,
7 Skills Needed to Become a Blockchain Developer,,Brandlitic,4 min read,"Dec 10,",2020,180,
"The Fed Promises To Double Inflation #BuyBitcoin :: Pantera Blockchain Letter, September 2020",,,14 min read,"Sep 15,",2020,492,
TE-FOOD cooperates with Deloitte to implement blockchain based traceability projects,,TE-FOOD,2 min read,"Jun 21,",2018,1.3K,
SingularDTV Doubles Production of Blockchain Applications in Development Thanks to ‘Centrality’,,SingularDTV,5 min read,"Aug 15,",2017,456,2 responses
How to quickly buy Ethereum,"Ethereum has had quite the year. Between the summer of DeFi and 373% gains to date, it’s not hard to see why.",@blockchain,1 min read,"Dec 22,",2020,200,3 responses
What is a blockchain- what is a cryptocurrency — explanation for beginners and dummies,"I’ll start from the negative part. Many new members won’t invest because it all appears to be a pyramid scheme. In truth, in some ways, it is a large pyramid scheme made up of…",,8 min read,"Nov 12,",2017,459,2 responses
Why Interoperability will make 2020 the breakthrough year for blockchain,"Gilbert Verdian, Founder and CEO of Quant Network, explains why recent developments in interoperability are likely to change attitudes to blockchain.",,7 min read,"Mar 18,",2020,1.5K,
Civil Wants to Use Blockchain to Fund Journalism. Can it Work?,,Financial Times,4 min read,"Sep 26,",2018,210,2 responses
JPMorgan is starting its journey on the Blockchain,,FSBT.tech (Open API Platform),2 min read,"Oct 8,",2018,1.7K,
KOM x SWFT Blockchain,,,2 min read,Aug 11,,2K,38 responses
The Elements of a Blockchain,When Satoshi Nakamoto released the Bitcoin whitepaper he presented an innovation comprising several…,Horizen,2 min read,"Jan 14,",2020,304,
Support Team Tips: Why your wallet recovery phrase is so important,,@blockchain,2 min read,"Apr 20,",2016,94,3 responses
Top 5 Blockchain Use Cases in Pharma and Healthcare — that you should know about!,,Blockchain Bistro,8 min read,"Aug 28,",2018,188,2 responses
Greenheart ($CBD) — A blockchain enabled lending platform for CBD production,,,5 min read,May 4,,1.8K,1 response
Where is my Bitcoin?,You’ve just bought Bitcoin. What now?,@blockchain,3 min read,Jan 7,,200,6 responses
Far More Than Walmart China — How VeChain Leads Blockchain Adoption in the Food Industry Around the Globe,,VeChain Foundation,6 min read,Jun 16,,455,
